Date,Close
2005-09-01,1.0
2005-10-01,0.9859482530858665
2005-11-01,1.0154996026858432
2005-12-01,1.0115628066428812
2006-01-01,1.0342777338791667
2006-02-01,1.0295413515982126
2006-03-01,1.0345620184052167
2006-04-01,1.0386572642126062
2006-05-01,1.0095712219359942
2006-06-01,1.0079222740506102
2006-07-01,1.0061930038149536
2006-08-01,1.0319044168967273
2006-09-01,1.055480455347297
2006-10-01,1.082752028514462
2006-11-01,1.1036324435271005
2006-12-01,1.096022565643746
2007-01-01,1.1123718900934403
2007-02-01,1.1072852233272632
2007-03-01,1.1101316819827327
2007-04-01,1.144900616462
2007-05-01,1.1608951726337804
2007-06-01,1.1532573003022615
2007-07-01,1.1492581964053612
2007-08-01,1.168360501625144
2007-09-01,1.1987497102711826
2007-10-01,1.2321509170966016
2007-11-01,1.207007070507933
2007-12-01,1.1983326784229351
2008-01-01,1.1599917869678142
2008-02-01,1.1340657025268526
2008-03-01,1.1352546945968423
2008-04-01,1.1776579097619073
2008-05-01,1.1942087650539455
2008-06-01,1.1323553970873002
2008-07-01,1.1350500496239204
2008-08-01,1.1481291768782755
2008-09-01,1.05997991150366
2008-10-01,0.9572384109188681
2008-11-01,0.922751089638436
2008-12-01,0.9542153668499165
2009-01-01,0.9224641699867022
2009-02-01,0.8747340034209179
2009-03-01,0.9212142818728174
2009-04-01,0.9834020556982306
2009-05-01,1.0117758755038855
2009-06-01,1.0190381548259846
2009-07-01,1.0712063967752208
2009-08-01,1.0929496751417338
2009-09-01,1.123986852854074
2009-10-01,1.1118510066425686
2009-11-01,1.1565660865126661
2009-12-01,1.1644272097985557
2010-01-01,1.145920562545673
2010-02-01,1.1692420781120523
2010-03-01,1.211258219424418
2010-04-01,1.2308305521733358
2010-05-01,1.184799753811776
2010-06-01,1.1554220860558024
2010-07-01,1.2075382882078216
2010-08-01,1.1828605218925308
2010-09-01,1.2507873070764841
2010-10-01,1.2888290866803525
2010-11-01,1.2833716868283849
2010-12-01,1.3142952478278305
2011-01-01,1.3400624277366067
2011-02-01,1.3645594502785723
2011-03-01,1.3596404361288292
2011-04-01,1.3929522073830638
2011-05-01,1.391799392939095
2011-06-01,1.3721667604738927
2011-07-01,1.382880296860942
2011-08-01,1.3520586816256182
2011-09-01,1.3112711967650947
2011-10-01,1.3920592717311904
2011-11-01,1.3785335888242487
2011-12-01,1.383368620905845
2012-01-01,1.4439269716180645
2012-02-01,1.4841712507136626
2012-03-01,1.5107326224078346
2012-04-01,1.5122539794051604
2012-05-01,1.465821113751228
2012-06-01,1.4935417595279046
2012-07-01,1.5150251749786163
2012-08-01,1.5460856144396466
2012-09-01,1.5595020078570732
2012-10-01,1.5336549076224357
2012-11-01,1.5429193895809634
2012-12-01,1.5340929800206569
2013-01-01,1.5747601226858687
2013-02-01,1.5849667850796005
2013-03-01,1.6126000393541824
2013-04-01,1.64196261025629
2013-05-01,1.6538819182029272
2013-06-01,1.6218742597040627
2013-07-01,1.6786121858547722
2013-08-01,1.655556624068423
2013-09-01,1.6958735150095883
2013-10-01,1.7507976793531423
2013-11-01,1.7799488467753302
2013-12-01,1.796280450765995
2014-01-01,1.788510432445246
2014-02-01,1.8355154399833566
