Date,Open,High,Low,Close,Volume
2005-09-01,33.38115757986938,34.160051126128884,32.730654407265895,33.77488327026367,1676662500
2005-10-01,33.84335500079854,34.13437031688162,31.951757078809713,33.26988220214844,2279169700
2005-11-01,33.19286640211956,35.96607285496261,33.13295174013845,35.2984504699707,1718491700
2005-12-01,35.529539001364085,36.214283419045614,34.54522461487778,34.58802032470703,1416706400
2006-01-01,34.87737941871524,37.15963822436017,34.456961858710635,36.035667419433594,1968905800
2006-02-01,35.81259894461261,36.181532611164,34.5427674993042,35.26348114013672,1646562100
2006-03-01,35.37502120627095,36.29307268129789,34.48270845221349,35.975616455078125,2185862300
2006-04-01,36.18974025719572,36.96247293146945,35.537206949736465,35.932159423828125,1763904700
2006-05-01,35.99224350399008,36.30133773574884,32.82403417901243,33.330604553222656,2709535300
2006-06-01,33.425075606965954,34.34377122521837,31.905363337216773,33.28770065307617,3052135000
2006-07-01,33.4132030692947,33.50771252645868,30.534977791476116,31.87528419494629,2462886000
2006-08-01,31.591729993965245,33.53345574517112,31.153550783098886,33.39598846435547,2281929100
2006-09-01,33.57643180120698,35.183081971700695,32.923459470084005,34.925331115722656,2234461000
2006-10-01,34.90245654292765,36.89688244370253,34.28349892916916,36.60459899902344,2410484000
2006-11-01,36.73353537601845,38.56462525256361,35.770710175310796,37.85969924926758,2370363000
2006-12-01,37.82532274893308,38.478667789856736,36.86249726991032,37.10320281982422,1898275500
2007-01-01,37.40660866887625,39.07639499356754,36.597539144731996,37.931644439697266,2620557700
2007-02-01,38.10380484081525,39.20551758485152,36.950448080641166,37.294734954833984,2394303300
2007-03-01,36.623385168987944,38.25874331121138,36.20163708864526,37.46688461303711,2886831700
2007-04-01,37.61104380610565,40.22065143316454,37.29238004107655,39.58332061767578,1840448700
2007-05-01,39.591938268227736,40.9268843739473,39.3249477329115,40.83214569091797,2575501900
2007-06-01,40.97855871740696,41.27138257952924,39.75557358865162,40.99578094482422,2815209900
2007-07-01,41.12265780453513,43.66535061999062,40.88131858408521,40.96751022338867,2780452500
2007-08-01,40.84682738095641,42.28625096462929,38.2610395835074,42.12248229980469,3835583500
2007-09-01,42.17421683396333,44.54452330381902,41.208856574153174,44.31180191040039,1980639900
2007-10-01,44.36931753527748,47.491122777345744,44.27445549567809,47.456626892089844,3400285100
2007-11-01,47.15478747913095,47.232401561879406,41.95465380410886,44.24857711791992,4567776300
2007-12-01,44.058872350106626,45.56803317184096,42.41173124197354,44.170982360839844,2233867700
2008-01-01,44.26018409486484,44.43284004391454,35.92093369920616,38.95966720581055,4828694600
2008-02-01,39.27907876172886,39.607124737202255,36.38710395037339,37.07772445678711,3020516600
2008-03-01,37.05181937004337,38.90786484023683,35.437493517240775,37.7424430847168,3404279700
