Date,Open,High,Low,Close,Volume
2005-09-01,47.24254100143465,48.37664440406623,43.95363572597151,48.163997650146484,87863000
2005-10-01,48.14272685276905,48.89407463845216,45.1515285619301,45.817813873291016,96368300
2005-11-01,46.07299531204547,49.54619142482754,45.505940898918396,48.3341178894043,84124100
2005-12-01,48.63261923938284,51.51429093991771,48.61127440772577,49.97739791870117,67947300
2006-01-01,50.09122733751748,50.71024896042966,46.88937338676198,48.60414123535156,76958400
2006-02-01,49.8066202024765,53.2859679509131,49.8066202024765,51.720619201660156,74037100
2006-03-01,51.84551700691247,56.804282534893495,51.373937118683,55.68248748779297,66651200
2006-04-01,55.91112740147658,62.34180020164641,55.37523800146243,59.626625061035156,71813900
2006-05-01,59.62662816837614,64.00663458161173,58.026106603303084,59.483726501464844,82124900
2006-06-01,59.938166443062954,61.82378454460971,54.7760298001194,58.72650146484375,101961400
2006-07-01,58.324975535928836,60.2679458281107,55.12731920684009,55.50730895996094,84047900
2006-08-01,55.50731483025549,57.95216307775846,52.26664210186187,53.70056915283203,89738100
2006-09-01,53.979503391718275,57.83004020211171,51.91388575180674,56.750450134277344,78827000
2006-10-01,57.11029013189792,60.737711935121666,55.97312107435985,57.477352142333984,99571700
2006-11-01,57.58531715038169,66.25082462069798,56.937562220750266,63.717384338378906,110028000
2006-12-01,64.71628509672172,66.34141505149152,63.813435121849594,64.16735076904297,62864400
2007-01-01,64.21071398710016,65.25079377821328,61.10490677269079,64.68741607666016,91900700
2007-02-01,64.96908299327376,66.62310483411025,61.567144896561814,63.026153564453125,82094900
2007-03-01,62.79104266615436,66.61216355476266,62.29074827303841,64.46595764160156,87688500
2007-04-01,64.45866664650949,69.30213015021441,63.864109997784034,67.43144989013672,87978700
2007-05-01,67.54023192002182,73.20302352239962,66.98192525024714,72.93474578857422,86799000
2007-06-01,73.83258899057867,73.83258899057867,68.105017454607,69.98267364501953,94558300
2007-07-01,70.39021067350822,78.47576974790219,70.06270946771718,75.27356719970703,107692500
2007-08-01,74.98249367122295,77.39870117442679,65.55783021670833,70.37568664550781,136928600
2007-09-01,70.17696046094542,77.51596855661687,68.65804049659259,76.66887664794922,107584100
2007-10-01,77.00478815926971,78.24621533953751,67.18293708562226,71.99527740478516,184091500
2007-11-01,71.78352422051724,72.05371295532447,63.34914072028113,67.57728576660156,139211300
2007-12-01,67.79091057862756,68.62638729952862,62.697433587924635,64.09722137451172,124346500
2008-01-01,64.1778454070393,64.37571914096098,54.32068167656533,60.96052551269531,183593300
2008-02-01,61.099781915146345,63.67216876684079,57.684582225827164,60.674713134765625,114896600
2008-03-01,58.41768161503883,59.89064383994541,52.7246801434567,54.77210235595703,158008800
2008-04-01,55.2508407789569,63.668824719550194,54.529092040897964,62.49782180786133,149974300
2008-05-01,62.497798206302626,65.02392907336137,59.32356587364588,60.95854949951172,108920400
2008-06-01,61.12451012487335,61.12451012487335,48.501534870108486,48.6273193359375,172686900
2008-07-01,48.05758187004162,51.42420472520572,45.14231142404289,45.216304779052734,172145400
2008-08-01,45.42346149684247,50.869245951393445,44.96471417821487,48.5089111328125,133037900
2008-09-01,49.880413793892465,50.974805870999916,40.351021875891156,42.696144104003906,169175700
2008-10-01,42.25690480522545,43.1800660884317,29.77191233366709,39.02584457397461,253674300
2008-11-01,38.63871445554924,40.68604512277047,26.927980539860876,31.737348556518555,177147000
2008-12-01,31.23330894731673,32.77097130205713,27.21288249499228,32.005889892578125,158466000
2009-01-01,32.10339234433552,35.253725866360455,29.635630846972198,31.735855102539062,139705400
2009-02-01,31.300812894513783,32.7559658946659,23.55249278046719,23.582496643066406,152449700
2009-03-01,23.45652566765373,29.305505388023295,22.00943387918832,26.956823348999023,227580100
2009-04-01,26.153714754288746,31.62387263226808,25.918845478999742,30.343460083007812,158407900
2009-05-01,30.540465370360202,34.73021308714282,30.373783667720204,33.98014831542969,119288100
2009-06-01,34.8420419261154,40.84797013113686,31.437406220438085,32.516178131103516,203961900
2009-07-01,32.61564498675463,34.04635621733871,29.777171272765898,32.82986831665039,157987100
2009-08-01,33.036436398322586,40.18999424296414,32.523826908676405,38.00184631347656,150311700
2009-09-01,38.0114267602422,42.854581964895935,36.89139833455261,41.827247619628906,109453100
2009-10-01,41.595521994729104,41.634146007693474,36.44339454064015,36.92230224609375,126937300
2009-11-01,36.93775105663639,40.938954799149016,36.55926048311676,40.483219146728516,83821900
2009-12-01,41.104766468720086,44.073661571935816,41.104766468720086,42.18011474609375,103468100
2010-01-01,43.41909599673112,49.40363769091638,42.70219625570746,47.221771240234375,130667600
2010-02-01,47.33086880306102,50.237423200336465,44.52561310147635,49.21662139892578,108739500
2010-03-01,49.46633323782106,58.473049967367054,49.4271059745062,56.96670150756836,163859800
2010-04-01,57.460955437496686,59.6263345251958,54.82484332700084,56.82546615600586,117851900
2010-05-01,56.97453857403489,58.60641278766997,47.55200615727441,50.352874755859375,152590100
2010-06-01,50.716107393262455,54.716895668303586,47.220352149791125,49.51666259765625,141914900
2010-07-01,49.30360971064973,55.040441781583446,47.85953947008007,53.76997375488281,110005400
2010-08-01,54.4565101663246,55.23772777339813,46.936286038227074,48.238319396972656,99202500
2010-09-01,49.055407903059105,53.96174276824026,48.952199368834535,52.82645797729492,97619100
