Date,Close
2005-09-01,100.0
2005-10-01,100.23364081918575
2005-11-01,100.4678275186954
2005-12-01,100.7025613739282
2006-01-01,100.93784366326331
2006-02-01,101.1736756680666
2006-03-01,101.41005867269779
2006-04-01,101.64699396451743
2006-05-01,101.88448283389384
2006-06-01,102.1225265742101
2006-07-01,102.36112648187128
2006-08-01,102.60028385631131
2006-09-01,102.84000000000009
2006-10-01,103.08027621845073
2006-11-01,103.32111382022644
2006-12-01,103.56251411694785
2007-01-01,103.80447842330007
2007-02-01,104.04700805703978
2007-03-01,104.2901043390025
2007-04-01,104.53376859310983
2007-05-01,104.77800214637651
2007-06-01,105.02280632891777
2007-07-01,105.2681824739565
2007-08-01,105.51413191783064
2007-09-01,105.76065600000018
2007-10-01,106.00775606305481
2007-11-01,106.25543345272096
2007-12-01,106.50368951786928
2008-01-01,106.75252561052189
2008-02-01,107.00194308585978
2008-03-01,107.25194330223027
2008-04-01,107.50252762115424
2008-05-01,107.75369740733369
2008-06-01,108.00545402865913
2008-07-01,108.25779885621698
2008-08-01,108.5107332642971
2008-09-01,108.76425863040026
2008-10-01,109.01837633524565
2008-11-01,109.27308776277833
2008-12-01,109.52839430017687
2009-01-01,109.78429733786079
2009-02-01,110.04079826949828
2009-03-01,110.2978984920137
2009-04-01,110.55559940559512
2009-05-01,110.81390241370205
2009-06-01,111.07280892307314
2009-07-01,111.33232034373364
2009-08-01,111.59243808900324
2009-09-01,111.85316357550374
2009-10-01,112.11449822316672
2009-11-01,112.37644345524134
2009-12-01,112.63900069830197
2010-01-01,112.90217138225613
2010-02-01,113.16595694035215
2010-03-01,113.43035880918697
2010-04-01,113.69537842871411
2010-05-01,113.9610172422513
2010-06-01,114.22727669648852
2010-07-01,114.49415824149575
2010-08-01,114.76166333073104
2010-09-01,115.02979342104815
2010-10-01,115.29854997270476
2010-11-01,115.56793444937028
2010-12-01,115.83794831813385
2011-01-01,116.10859304951231
2011-02-01,116.37987011745825
2011-03-01,116.65178099936799
2011-04-01,116.92432717608969
2011-05-01,117.19751013193134
2011-06-01,117.47133135466889
2011-07-01,117.74579233555436
2011-08-01,118.0208945693239
2011-09-01,118.29663955420602
2011-10-01,118.57302879192969
2011-11-01,118.85006378773251
2011-12-01,119.12774605036896
2012-01-01,119.40607709211857
2012-02-01,119.68505842879415
2012-03-01,119.96469157975014
2012-04-01,120.24497806789074
2012-05-01,120.5259194196783
2012-06-01,120.80751716514158
2012-07-01,121.0897728378842
2012-08-01,121.3726879750928
2012-09-01,121.65626411754558
2012-10-01,121.94050280962058
2012-11-01,122.22540559930421
2012-12-01,122.51097403819955
2013-01-01,122.79720968153482
2013-02-01,123.08411408817202
2013-03-01,123.37168882061516
2013-04-01,123.65993544501895
2013-05-01,123.94885553119725
2013-06-01,124.2384506526317
2013-07-01,124.52872238648021
2013-08-01,124.81967231358553
2013-09-01,125.11130201848397
2013-10-01,125.40361308941392
2013-11-01,125.69660711832455
2013-12-01,125.99028570088451
2014-01-01,126.28465043649054
2014-02-01,126.5797029282762
2014-03-01,126.87544478312074
2014-04-01,127.17187761165758
2014-05-01,127.46900302828337
2014-06-01,127.76682265116656
2014-07-01,128.06533810225636
2014-08-01,128.36455100729148
2014-09-01,128.66446299580903
2014-10-01,128.96507570115338
2014-11-01,129.26639076048508
2014-12-01,129.56840981478973
2015-01-01,129.87113450888697
2015-02-01,130.17456649143938
2015-03-01,130.4787074149615
2015-04-01,130.78355893582878
2015-05-01,131.08912271428673
2015-06-01,131.3954004144598
2015-07-01,131.70239370436053
2015-08-01,132.01010425589868
2015-09-01,132.31853374489012
2015-10-01,132.62768385106625
2015-11-01,132.937556258083
2015-12-01,133.2481526535299
2016-01-01,133.55947472893948
2016-02-01,133.87152417979635
2016-03-01,134.1843027055465
2016-04-01,134.49781200960643
2016-05-01,134.81205379937256
2016-06-01,135.12702978623057
2016-07-01,135.44274168556453
2016-08-01,135.75919121676628
2016-09-01,136.07638010324513
2016-10-01,136.39431007243667
2016-11-01,136.71298285581267
2016-12-01,137.03240018889025
2017-01-01,137.35256381124148
2017-02-01,137.6734754665027
2017-03-01,137.99513690238413
2017-04-01,138.31754987067936
2017-05-01,138.64071612727489
2017-06-01,138.96463743215966
2017-07-01,139.28931554943466
2017-08-01,139.61475224732257
2017-09-01,139.9409492981774
2017-10-01,140.26790847849398
2017-11-01,140.59563156891787
2017-12-01,140.92412035425485
2018-01-01,141.25337662348085
2018-02-01,141.58340216975148
2018-03-01,141.91419879041197
2018-04-01,142.2457682870068
2018-05-01,142.57811246528962
2018-06-01,142.91123313523312
2018-07-01,143.24513211103874
2018-08-01,143.57981121114668
2018-09-01,143.91527225824575
2018-10-01,144.25151707928333
2018-11-01,144.58854750547525
2018-12-01,144.92636537231581
2019-01-01,145.26497251958784
2019-02-01,145.60437079137256
2019-03-01,145.94456203605978
2019-04-01,146.2855481063579
2019-05-01,146.62733085930398
2019-06-01,146.96991215627384
2019-07-01,147.31329386299234
2019-08-01,147.65747784954337
2019-09-01,148.00246599038005
2019-10-01,148.3482601643351
2019-11-01,148.69486225463086
2019-12-01,149.0422741488897
2020-01-01,149.39049773914425
2020-02-01,149.73953492184765
2020-03-01,150.089387597884
2020-04-01,150.4400576725786
2020-05-01,150.79154705570832
2020-06-01,151.14385766151216
2020-07-01,151.49699140870146
2020-08-01,151.85095022047054
2020-09-01,152.205736024507
2020-10-01,152.56135075300236
2020-11-01,152.9177963426625
2020-12-01,153.27507473471832
2021-01-01,153.63318787493608
2021-02-01,153.99213771362827
2021-03-01,154.35192620566406
2021-04-01,154.71255531047996
2021-05-01,155.07402699209058
2021-06-01,155.43634321909923
2021-07-01,155.79950596470871
2021-08-01,156.16351720673202
2021-09-01,156.52837892760311
2021-10-01,156.89409311438774
2021-11-01,157.26066175879427
2021-12-01,157.62808685718446
2022-01-01,157.9963704105844
2022-02-01,158.36551442469548
2022-03-01,158.73552090990503
2022-04-01,159.10639188129772
2022-05-01,159.47812935866608
2022-06-01,159.8507353665218
2022-07-01,160.2242119341066
2022-08-01,160.59856109540334
2022-09-01,160.97378488914717
2022-10-01,161.3498853588365
2022-11-01,161.72686455274416
2022-12-01,162.10472452392864
2023-01-01,162.48346733024513
2023-02-01,162.86309503435695
2023-03-01,163.2436097037465
2023-04-01,163.62501341072672
2023-05-01,164.00730823245232
2023-06-01,164.39049625093114
2023-07-01,164.77457955303535
2023-08-01,165.15956023051294
2023-09-01,165.5454403799991
2023-10-01,165.9322221030276
2023-11-01,166.31990750604223
2023-12-01,166.70849870040834
2024-01-01,167.09799780242426
2024-02-01,167.4884069333328
2024-03-01,167.87972821933303
2024-04-01,168.2719637915915
2024-05-01,168.66511578625415
2024-06-01,169.05918634445774
2024-07-01,169.45417761234168
2024-08-01,169.85009174105966
2024-09-01,170.2469308867912
2024-10-01,170.64469721075372
2024-11-01,171.04339287921397
2024-12-01,171.4430200635001
2025-01-01,171.84358094001325
2025-02-01,172.2450776902396
2025-03-01,172.64751250076225
2025-04-01,173.05088756327285
2025-05-01,173.4552050745839
2025-06-01,173.8604672366405
2025-07-01,174.26667625653235
2025-08-01,174.67383434650588
